Year;Month;Day;Hour;Az;hs;G_Bn;G_Dh;G_Gh;Ta;Tsky;N;FF;DD;RH;p
2005;7;210;19;106;10.1;13;70;83;32.5;22;6;1.7;270;65;1014
2005;7;210;20;112.5;0;0;1;1;31.5;23.2;6;2.3;235;78;1014
2005;7;210;21;120.5;0;0;0;0;30.5;22.3;6;1.9;194;79;1014
2005;7;210;22;130.4;0;0;0;0;29.5;22.4;5;1.7;217;86;1014
2005;7;210;23;143.1;0;0;0;0;28.5;21.8;5;1.3;119;90;1014
2005;7;210;24;159.1;0;0;0;0;27.5;21;5;2.8;69;92;1014
2005;7;211;1;-177.5;0;0;0;0;26.6;20.3;4;2.5;167;95;1014
2005;7;211;2;-162.6;0;0;0;0;25.8;19.2;4;2.3;156;93;1014
2005;7;211;3;-146.1;0;0;0;0;25.4;19.1;4;1.7;273;96;1014
2005;7;211;4;-132.5;0;0;0;0;24.9;18.3;3;1.3;201;94;1014
2005;7;211;5;-122.3;0;0;0;0;24.6;17.9;3;1.5;43;94;1014
2005;7;211;6;-114.1;0;0;0;0;24.5;17.1;3;2.1;76;89;1014
2005;7;211;7;-107.2;7.2;20;44;64;24.9;17.5;2;1.5;120;88;1014
2005;7;211;8;-100.6;20.1;120;111;230;25.9;15.5;2;1.5;144;79;1015
2005;7;211;9;-94.5;33.2;270;168;438;27;14.4;1;3.9;111;73;1015
2005;7;211;10;-88;46.4;359;242;601;28.3;13.4;3;3;66;61;1015
2005;7;211;11;-78.6;59.6;483;292;775;29.7;14.1;3;2.5;172;61;1015
2005;7;211;12;-61.6;72.1;589;286;875;30.8;14.8;2;2.3;113;59;1015
2005;7;211;13;-9.2;80.5;599;314;913;31.8;15.2;3;2.1;87;57;1015
2005;7;211;14;55.3;74.6;580;303;883;32.4;15.9;3;4.7;178;57;1015
2005;7;211;15;76.2;62.4;521;281;802;32.8;15.4;2;4.1;228;52;1015
2005;7;211;16;86.2;49.3;421;242;663;32.9;15.1;2;5.5;253;49;1015
2005;7;211;17;93.3;36;316;172;488;32.6;14.8;0;5.5;274;47;1015
2005;7;211;18;99.4;22.9;184;108;292;32;15.8;0;3.6;286;51;1015
2005;7;211;19;105.5;10;56;53;109;31.1;16.6;0;4.4;252;53;1015
2005;7;211;20;112.4;0;0;1;1;30.1;17.1;0;3.9;236;60;1015
2005;7;211;21;120.4;0;0;0;0;29.1;17.4;0;2.8;188;67;1015
2005;7;211;22;130.3;0;0;0;0;28.2;16.9;0;1.3;175;69;1015
2005;7;211;23;143;0;0;0;0;27.3;16.7;0;0.9;112;74;1015
2005;7;211;24;159;0;0;0;0;26.5;16.3;0;1;210;77;1015
2005;7;212;1;-177.5;0;0;0;0;26;15.9;0;0.2;221;78;1015
2005;7;212;2;-162.5;0;0;0;0;25.4;15.8;0;0.9;105;81;1016
2005;7;212;3;-146;0;0;0;0;25.1;15.7;0;0.4;232;82;1016
2005;7;212;4;-132.4;0;0;0;0;24.9;16;0;0.2;292;86;1016
2005;7;212;5;-122.2;0;0;0;0;24.7;15.8;0;0.3;307;87;1016
2005;7;212;6;-114;0;0;0;0;24.6;16.6;0;0.9;248;92;1016
2005;7;212;7;-107;7.1;42;36;77;25.2;16.4;0;0.5;299;86;1016
2005;7;212;8;-100.4;20;188;78;267;26.4;15.3;0;0.8;286;81;1016
2005;7;212;9;-94.3;33.1;373;111;483;27.8;15.2;0;1.3;290;77;1016
2005;7;212;10;-87.4;46.3;531;148;679;29.4;14.3;0;1.7;303;65;1016
2005;7;212;11;-78.3;59.5;637;196;833;30.9;14.7;0;3;285;61;1016
2005;7;212;12;-61.2;72;693;238;931;32.2;14.6;0;4.1;277;54;1016
2005;7;212;13;-9.1;80.3;678;282;960;33.3;14.6;2;4.4;306;50;1016
2005;7;212;14;54.5;74.4;664;269;934;34;14.4;2;4.4;300;46;1016
2005;7;212;15;75.5;62.3;606;237;843;34.4;14.5;1;5.5;288;44;1016
2005;7;212;16;86;49.2;481;210;691;34.5;14.3;1;4.4;291;42;1016
2005;7;212;17;93.1;36;356;144;500;34.3;14.7;0;3.6;316;42;1016
2005;7;212;18;99.2;22.8;187;106;293;33.5;15.3;0;3.6;288;43;1016
2005;7;212;19;105.4;9.9;48;54;103;32.5;16.3;0;3.9;290;45;1016
2005;7;212;20;112.3;0;0;0;0;31.4;15.1;0;6.3;278;45;1016
2005;7;212;21;120.2;0;0;0;0;30.3;14.7;0;4.1;251;48;1016
2005;7;212;22;130.1;0;0;0;0;29.1;14;0;3.6;245;51;1016
2005;7;212;23;142.5;0;0;0;0;27.9;13.5;0;5.5;205;54;1016
2005;7;212;24;158.6;0;0;0;0;26.8;12.8;0;3.4;267;56;1016
2005;8;213;1;-177.5;0;0;0;0;26;14.2;1;4.1;178;65;1016
2005;8;213;2;-162.4;0;0;0;0;25;14;1;3.6;223;70;1016
2005;8;213;3;-145.5;0;0;0;0;24.5;14;1;2.9;158;73;1016
2005;8;213;4;-132.3;0;0;0;0;23.9;13.9;1;2.9;139;76;1015
2005;8;213;5;-122.1;0;0;0;0;23.6;13.5;1;1.4;205;76;1015
2005;8;213;6;-113.5;0;0;0;0;23.5;12.6;1;2.6;257;71;1015
2005;8;213;7;-106.5;7;30;39;69;23.9;12.7;1;1.8;223;69;1015
2005;8;213;8;-100.3;19.9;146;98;244;24.9;12.2;1;2;106;68;1015
2005;8;213;9;-94.2;33;292;152;444;26.2;12.1;1;1.1;90;66;1015
2005;8;213;10;-87.2;46.3;414;218;632;27.5;11.2;2;2.2;85;57;1015
2005;8;213;11;-78;59.4;519;260;779;28.8;10.8;3;3.3;99;51;1015
2005;8;213;12;-60.4;71.8;564;299;863;29.9;11.2;3;4.1;108;48;1015
2005;8;213;13;-8.5;80;592;317;909;30.9;11.4;3;2.2;136;45;1015
2005;8;213;14;54.1;74.2;593;295;887;31.5;11.7;3;1.8;89;44;1015
2005;8;213;15;75.2;62.2;551;272;823;31.9;11.8;3;2.9;355;43;1015
2005;8;213;16;85.4;49.1;478;206;684;32;12.1;1;3.3;39;43;1015
2005;8;213;17;92.5;35.9;381;131;512;31.8;12.3;0;2.9;107;43;1015
2005;8;213;18;99.1;22.7;213;91;304;31.1;12.9;1;2.9;190;45;1015
2005;8;213;19;105.2;9.7;67;45;112;30.1;13.7;1;1.6;145;47;1015
2005;8;213;20;112.1;0;0;1;1;29;13.3;0;1.2;277;50;1015
2005;8;213;21;120.1;0;0;0;0;28;13.5;0;2.2;164;55;1015
2005;8;213;22;130;0;0;0;0;26.9;13.9;0;2.4;145;62;1015
2005;8;213;23;142.4;0;0;0;0;26;13.4;0;3.1;214;64;1015
2005;8;213;24;158.5;0;0;0;0;25.1;12.8;0;1.4;268;66;1015
2005;8;214;1;-177.5;0;0;0;0;24.5;12.6;0;1.2;282;68;1015
2005;8;214;2;-162.4;0;0;0;0;23.9;12.6;0;1.4;321;71;1015
2005;8;214;3;-145.4;0;0;0;0;23.6;13.2;0;2.4;306;76;1015
2005;8;214;4;-132.2;0;0;0;0;23.2;13.2;0;3.1;303;78;1015
2005;8;214;5;-121.5;0;0;0;0;23;13.3;0;2.6;253;80;1015
2005;8;214;6;-113.4;0;0;0;0;22.9;13.8;0;3.1;258;83;1015
2005;8;214;7;-106.3;6.9;31;38;69;23.4;14.1;0;1.8;310;81;1015
2005;8;214;8;-100.1;19.8;149;96;245;24.4;13.2;0;2.4;279;77;1015
2005;8;214;9;-93.6;32.9;317;136;453;25.7;12.7;0;3.3;277;72;1015
2005;8;214;10;-87;46.2;458;190;648;27;11.9;0;2.9;266;64;1015
2005;8;214;11;-77.4;59.3;531;262;794;28.4;11.5;2;4.4;209;56;1015
2005;8;214;12;-59.6;71.7;569;319;888;29.6;11.2;3;4.6;216;50;1015
2005;8;214;13;-8.3;79.8;568;353;922;30.6;11.7;3;5.9;81;48;1015
2005;8;214;14;53.3;74.1;571;330;900;31.3;12.3;3;7;110;47;1015
2005;8;214;15;74.6;62;557;267;824;31.7;12.8;2;7;132;48;1016
2005;8;214;16;85.2;49;500;193;692;31.8;12.7;0;9.4;210;46;1016
2005;8;214;17;92.4;35.7;360;140;500;31.5;13.2;0;7.6;117;47;1016
2005;8;214;18;98.6;22.6;190;108;297;30.8;14.3;0;5.6;222;51;1016
2005;8;214;19;105.1;9.6;51;56;107;29.8;15.4;0;5;236;55;1016
2005;8;214;20;112;0;0;1;1;28.7;15;0;3.8;214;58;1016
2005;8;214;21;119.6;0;0;0;0;27.7;15;0;2.2;120;63;1016
2005;8;214;22;129.5;0;0;0;0;26.7;13.8;0;3.3;195;63;1016
2005;8;214;23;142.3;0;0;0;0;25.9;14;0;2.9;183;68;1016
2005;8;214;24;158.4;0;0;0;0;25;13.6;0;3.1;183;71;1016
2005;8;215;1;-177.5;0;0;0;0;24.5;13.8;0;4.6;188;76;1016
2005;8;215;2;-162.3;0;0;0;0;23.8;13.1;0;4.4;261;75;1016
2005;8;215;3;-145.3;0;0;0;0;23.5;13.2;0;5.6;321;78;1016
2005;8;215;4;-132;0;0;0;0;23.1;13.4;0;3.3;303;82;1016
2005;8;215;5;-121.4;0;0;0;0;22.8;13.3;0;2.2;307;84;1016
2005;8;215;6;-113.2;0;0;0;0;22.7;13.1;0;2.2;301;83;1016
2005;8;215;7;-106.2;6.8;38;36;74;23.1;13.7;0;1.6;294;83;1016
2005;8;215;8;-99.6;19.7;184;76;260;24.1;12.3;0;0.7;279;78;1016
2005;8;215;9;-93.4;32.9;373;108;481;25.2;11.4;0;0.4;330;71;1016
2005;8;215;10;-86.4;46.1;549;135;684;26.5;10.9;0;0.8;274;64;1016
2005;8;215;11;-77.1;59.2;660;179;839;27.6;10.7;0;1;282;59;1016
2005;8;215;12;-59.2;71.6;721;217;938;28.7;11.2;0;1;271;56;1016
2005;8;215;13;-8.2;79.5;741;237;978;29.6;11.9;0;0.8;254;56;1016
2005;8;215;14;52.5;73.9;779;190;969;30.2;13.1;0;0.7;182;58;1016
2005;8;215;15;74.3;61.9;690;179;870;30.6;13.3;0;1;256;57;1016
2005;8;215;16;84.6;48.9;571;148;718;30.6;13;0;1;176;54;1016
2005;8;215;17;92.2;35.6;421;107;528;30.3;13;0;1;134;53;1016
2005;8;215;18;98.4;22.5;235;79;314;29.6;13.6;0;2.2;278;56;1016
2005;8;215;19;104.6;9.5;68;43;111;28.5;14.6;0;2.9;229;59;1016
2005;8;215;20;111.5;0;0;1;1;27.4;14.4;0;3.8;315;63;1016
2005;8;215;21;119.5;0;0;0;0;26.6;15.6;0;2.9;308;74;1016
2005;8;215;22;129.4;0;0;0;0;25.7;14.6;0;4.1;308;73;1016
2005;8;215;23;142.2;0;0;0;0;24.7;14.4;0;3.3;334;77;1016
2005;8;215;24;158.4;0;0;0;0;23.8;13.8;0;2.6;299;79;1016
2005;8;216;1;-177.5;0;0;0;0;23.6;13.8;0;2.9;300;81;1016
2005;8;216;2;-162.2;0;0;0;0;23.2;13.9;0;2;296;84;1016
2005;8;216;3;-145.2;0;0;0;0;22.9;14.1;0;1.8;311;87;1016
2005;8;216;4;-131.5;0;0;0;0;22.7;14.1;0;2.4;324;88;1015
2005;8;216;5;-121.3;0;0;0;0;22.4;14.3;0;1.1;314;90;1015
2005;8;216;6;-113.1;0;0;0;0;22.3;14.9;0;1;302;95;1015
2005;8;216;7;-106.1;6.7;33;34;67;22.7;15;0;1.4;317;93;1015
2005;8;216;8;-99.4;19.6;147;95;242;23.6;13.6;0;1.4;327;86;1015
2005;8;216;9;-93.2;32.8;293;149;443;24.6;13.1;0;2.2;298;81;1015
2005;8;216;10;-86.2;46;410;218;628;25.8;12.4;2;1.6;295;72;1015
2005;8;216;11;-76.4;59.1;511;262;773;26.7;12.9;3;1.8;338;71;1015
2005;8;216;12;-58.4;71.4;571;294;864;27.7;13.4;3;2.2;335;68;1015
2005;8;216;13;-8;79.3;577;323;900;28.5;13.2;3;1.8;298;64;1015
2005;8;216;14;52.1;73.7;576;302;878;29.1;13.5;3;1.6;280;62;1015
2005;8;216;15;73.6;61.8;518;279;797;29.4;13.1;3;1;284;58;1015
2005;8;216;16;84.4;48.8;427;235;662;29.4;12.9;3;0.8;240;56;1015
2005;8;216;17;92;35.5;317;163;480;29.1;13.6;1;0.6;210;58;1014
2005;8;216;18;98.3;22.3;160;119;280;28.4;15.1;2;0.8;191;65;1014
2005;8;216;19;104.4;9.4;40;56;97;27.5;16.2;3;1.6;167;68;1014
2005;8;216;20;111.3;0;0;0;0;26.6;16;3;1.2;268;71;1014
2005;8;216;21;119.3;0;0;0;0;25.9;16.8;3;1.2;286;78;1013
2005;8;216;22;129.3;0;0;0;0;25.2;16.5;4;1.6;136;79;1013
2005;8;216;23;142.1;0;0;0;0;24.5;16.7;4;1.2;101;82;1013
2005;8;216;24;158.3;0;0;0;0;23.9;17;5;0.7;133;88;1013
2005;8;217;1;-177.6;0;0;0;0;23.8;17.3;5;0.3;84;88;1013
2005;8;217;2;-162.1;0;0;0;0;23.7;17.6;6;0.2;67;88;1012
2005;8;217;3;-145.1;0;0;0;0;23.7;18.1;6;0.6;108;89;1012
2005;8;217;4;-131.4;0;0;0;0;23.7;18.1;6;0.5;89;88;1012
2005;8;217;5;-121.1;0;0;0;0;23.8;18.6;7;0.5;223;88;1012
2005;8;217;6;-112.5;0;0;0;0;23.8;19;7;1.4;219;89;1012
2005;8;217;7;-105.5;6.6;0;23;23;24;19.4;8;1;331;88;1011
2005;8;217;8;-99.3;19.5;1;113;114;24.6;17.8;8;2;312;82;1011
2005;8;217;9;-93.1;32.7;32;241;273;25.3;17.3;8;1.6;308;84;1011
2005;8;217;10;-85.6;45.9;67;327;395;26.3;17.3;8;2;298;80;1011
2005;8;217;11;-76.1;59;289;392;680;27.7;15.1;6;1.8;342;72;1011
2005;8;217;12;-57.6;71.3;730;233;963;29.4;13.8;0;1;302;66;1010
2005;8;217;13;-7.4;79;544;352;896;30.6;15.5;4;2.2;302;63;1010
2005;8;217;14;51.3;73.5;180;429;609;31;17.9;7;2.4;299;60;1010
2005;8;217;15;73.3;61.6;36;340;375;30.9;19.8;8;1.8;329;60;1010
2005;8;217;16;84.2;48.6;0;109;109;30;24.8;8;0.6;314;77;1010
2005;8;217;17;91.4;35.4;0;73;73;29.1;25.2;8;0.6;311;84;1010
2005;8;217;18;98.1;22.2;0;23;23;27.7;24.6;8;0.6;300;87;1010
2005;8;217;19;104.3;9.2;0;8;8;28;24.1;8;0.7;323;80;1010
2005;8;217;20;111.2;0;0;0;0;27.5;24;8;0.8;324;84;1010
2005;8;217;21;119.2;0;0;0;0;27.2;24.4;8;2.6;311;89;1010
2005;8;217;22;129.2;0;0;0;0;26.9;24.1;8;1.8;291;90;1010
2005;8;217;23;142;0;0;0;0;26.6;23.3;8;1.1;268;87;1010
2005;8;217;24;158.3;0;0;0;0;26.1;23.3;8;1.6;306;92;1009
2005;8;218;1;-177.6;0;0;0;0;25.8;22.1;8;1.6;314;86;1009
2005;8;218;2;-162.1;0;0;0;0;25.4;22.3;8;1.8;316;92;1009
2005;8;218;3;-144.5;0;0;0;0;23.8;21.4;8;1.1;299;98;1009
2005;8;218;4;-131.2;0;0;0;0;24.6;22.1;8;1.2;264;98;1009
2005;8;218;5;-120.6;0;0;0;0;24.7;21.4;8;1.8;261;93;1009
2005;8;218;6;-112.4;0;0;0;0;24.6;21.7;8;1.1;262;96;1009
2005;8;218;7;-105.4;6.5;0;19;19;24.4;21.6;8;1.6;133;98;1009
2005;8;218;8;-99.1;19.4;0;109;109;25.1;20.6;8;1.4;56;96;1009
2005;8;218;9;-92.5;32.6;11;209;220;25.9;20.6;8;0.8;82;96;1009
2005;8;218;10;-85.3;45.8;182;326;507;27.1;18.2;6;0.5;346;90;1009
2005;8;218;11;-75.4;58.9;174;403;577;28.2;18.2;7;1;14;80;1009
2005;8;218;12;-57.1;71.1;37;368;405;28.6;20.5;8;0.4;66;77;1009
2005;8;218;13;-7.3;78.7;46;402;448;28.9;20.7;8;0.4;89;78;1008
2005;8;218;14;50.5;73.3;0;85;85;28.3;24.5;8;0.1;127;84;1008
2005;8;218;15;73;61.5;6;244;250;28.2;22.4;8;0.4;180;83;1009
2005;8;218;16;83.5;48.5;12;235;248;28.1;21.7;8;0.2;200;81;1009
2005;8;218;17;91.3;35.3;147;240;387;28.4;18.5;6;0.4;242;80;1009
2005;8;218;18;97.5;22.1;38;152;191;28.2;20.1;7;0.4;296;82;1009
2005;8;218;19;104.2;9.1;34;67;101;27.8;18.9;7;0;313;85;1009
2005;8;218;20;111.1;0;0;1;1;27.3;19;7;0.2;283;87;1009
2005;8;218;21;119.1;0;0;0;0;26.6;18.9;7;0.3;230;87;1009
2005;8;218;22;129.1;0;0;0;0;26.2;19.1;7;0.1;249;89;1009
2005;8;218;23;141.5;0;0;0;0;25.6;19.2;7;1;245;90;1009
2005;8;218;24;158.2;0;0;0;0;24.4;19.4;8;1.8;232;98;1009
2005;8;219;1;-177.6;0;0;0;0;24.2;19.6;8;2;259;98;1009
2005;8;219;2;-161.6;0;0;0;0;23.1;18.9;8;2.2;254;98;1009
2005;8;219;3;-144.4;0;0;0;0;23.7;20.1;8;1;265;98;1009
2005;8;219;4;-131.1;0;0;0;0;23.7;20.3;8;1.6;130;96;1009
2005;8;219;5;-120.4;0;0;0;0;23.7;20.9;8;2.6;224;98;1009
2005;8;219;6;-112.2;0;0;0;0;23.6;21.4;8;1.4;174;98;1009
2005;8;219;7;-105.2;6.4;0;5;5;23.7;21.9;8;3.1;93;98;1009
2005;8;219;8;-98.5;19.3;5;115;120;24.3;19.5;8;3.6;63;98;1009
2005;8;219;9;-92.3;32.5;81;238;319;25.5;18.4;7;2.6;82;96;1009
2005;8;219;10;-85.1;45.8;7;183;190;25.7;21.5;8;2.9;78;94;1009
2005;8;219;11;-75.1;58.8;0;82;82;25.5;22.9;8;4.1;357;94;1009
2005;8;219;12;-56.3;71;104;420;525;26.5;18.8;7;2.2;21;89;1009
2005;8;219;13;-7.1;78.5;83;451;534;27.3;18.9;8;1.6;1;83;1009
2005;8;219;14;50.2;73.1;27;341;368;27.6;21.3;8;1.6;29;86;1009
2005;8;219;15;72.3;61.3;11;242;253;27.4;21.7;8;2.4;341;84;1009
2005;8;219;16;83.3;48.4;173;340;514;28.1;16.6;6;1.6;16;72;1010
2005;8;219;17;91.1;35.1;412;139;551;28.5;14;0;2.9;24;69;1010
2005;8;219;18;97.4;21.9;204;113;316;28.6;15.3;0;2.2;345;71;1010
2005;8;219;19;104;8.9;44;57;101;28.1;16.4;0;2;336;69;1010
2005;8;219;20;110.5;0;0;1;1;27.5;16.4;1;1.8;348;72;1010
2005;8;219;21;118.6;0;0;0;0;26.8;16.3;1;2;341;74;1011
2005;8;219;22;128.5;0;0;0;0;26.2;15.9;2;1.8;342;75;1011
2005;8;219;23;141.4;0;0;0;0;25.6;15.2;2;4.1;340;74;1011
2005;8;219;24;158.2;0;0;0;0;25;14.4;2;4.6;348;72;1011
2005;8;220;1;-177.6;0;0;0;0;24.6;15.1;3;5.6;344;78;1011
2005;8;220;2;-161.5;0;0;0;0;24.1;14.9;3;4.1;344;79;1012
2005;8;220;3;-144.3;0;0;0;0;23.6;15.5;4;3.1;336;86;1012
2005;8;220;4;-130.6;0;0;0;0;23.3;16.1;4;3.3;335;91;1012
2005;8;220;5;-120.3;0;0;0;0;23.1;15.6;4;1.8;347;88;1012
2005;8;220;6;-112.1;0;0;0;0;22.9;16.3;5;1.6;11;94;1012
2005;8;220;7;-105;6.3;0;26;26;23.2;16.4;5;2;24;91;1012
2005;8;220;8;-98.4;19.2;69;127;196;24.4;15.4;6;1.2;15;84;1013
2005;8;220;9;-92.1;32.4;252;176;428;26;13.7;3;3.6;348;75;1013
2005;8;220;10;-84.5;45.7;396;217;613;27.4;12.6;2;4.4;100;63;1013
2005;8;220;11;-74.4;58.7;538;260;798;28.9;12.3;2;4.6;170;58;1013
2005;8;220;12;-55.5;70.8;551;338;889;30.1;13.2;4;2.9;169;56;1013
2005;8;220;13;-6.5;78.2;345;433;778;30.8;14.9;6;3.6;206;55;1014
2005;8;220;14;49.4;72.9;301;430;731;31.1;15;6;5.6;234;52;1014
2005;8;220;15;72;61.2;298;389;687;31.3;15;6;5;191;52;1013
2005;8;220;16;83.1;48.2;168;359;527;31.1;15.8;7;5.9;220;53;1013
2005;8;220;17;90.5;35;185;230;414;30.7;15.4;5;5.9;232;54;1013
2005;8;220;18;97.2;21.8;59;166;226;29.9;16.6;7;5.9;243;58;1013
2005;8;220;19;103.5;8.8;8;54;62;28.9;18.2;6;5;264;62;1013
2005;8;220;20;110.4;0;0;0;0;27.8;17.2;6;4.6;252;63;1013
2005;8;220;21;118.4;0;0;0;0;27.1;17.7;5;4.6;302;70;1013
2005;8;220;22;128.4;0;0;0;0;26.5;17.2;5;3.8;306;72;1013
2005;8;220;23;141.3;0;0;0;0;25.8;17.3;5;4.1;282;77;1013
2005;8;220;24;158.1;0;0;0;0;25.2;17.1;4;3.8;204;81;1013
2005;8;221;1;-178;0;0;0;0;24.7;16.9;4;5.3;264;84;1013
2005;8;221;2;-161.4;0;0;0;0;24.2;17.2;4;6.3;231;90;1013
2005;8;221;3;-144.2;0;0;0;0;23.7;17.2;3;6.6;197;95;1013
2005;8;221;4;-130.4;0;0;0;0;23.4;16.2;3;8.2;158;91;1013
2005;8;221;5;-120.1;0;0;0;0;23.1;16.5;2;7.6;168;96;1013
2005;8;221;6;-111.5;0;0;0;0;22.9;16.4;2;4.6;147;97;1013
2005;8;221;7;-104.5;6.2;0;29;29;23.3;16.2;2;4.1;256;94;1012
2005;8;221;8;-98.2;19.2;122;119;241;24.7;14.5;1;4.6;282;84;1012
2005;8;221;9;-91.5;32.3;384;108;492;26.4;13.1;0;4.4;285;75;1012
2005;8;221;10;-84.3;45.6;605;101;706;28;13.1;0;3.8;143;69;1012
2005;8;221;11;-74.1;58.6;632;244;876;29.6;12.9;0;3.1;92;61;1012
2005;8;221;12;-55.1;70.6;169;422;591;29.9;16.6;7;4.1;127;59;1012
2005;8;221;13;-6.3;77.9;85;488;573;29.6;19.5;8;5;195;74;1012
2005;8;221;14;49;72.6;68;462;530;29.8;21.1;8;5.6;250;80;1012
2005;8;221;15;71.3;61;83;426;509;29.9;20.8;8;3.6;295;80;1012
2005;8;221;16;82.5;48.1;63;359;422;29.6;20.7;8;2.4;311;80;1012
2005;8;221;17;90.3;34.9;32;260;292;29.1;20.7;8;2.9;227;80;1012
2005;8;221;18;97.1;21.7;23;156;179;28.4;20.1;8;1.6;264;80;1012
2005;8;221;19;103.3;8.6;0;49;49;27.5;19.7;7;1.1;208;73;1012
2005;8;221;20;110.3;0;0;0;0;26.6;19.3;7;2;210;78;1012
2005;8;221;21;118.3;0;0;0;0;26.2;19.2;6;1.4;94;81;1012
2005;8;221;22;128.3;0;0;0;0;25.7;18.7;6;0.8;87;82;1012
2005;8;221;23;141.2;0;0;0;0;25.1;17.9;6;0.1;70;82;1012
2005;8;221;24;158;0;0;0;0;24.6;17.8;5;0.4;82;86;1012
2005;8;222;1;-178;0;0;0;0;24.4;17;5;0.2;107;84;1012
2005;8;222;2;-161.3;0;0;0;0;24.1;17;4;0.3;2;86;1012
2005;8;222;3;-144;0;0;0;0;23.8;16.6;4;0.4;341;87;1012
2005;8;222;4;-130.2;0;0;0;0;23.7;16.1;4;0.8;82;86;1012
2005;8;222;5;-119.6;0;0;0;0;23.5;15.4;3;2;3;84;1012
2005;8;222;6;-111.4;0;0;0;0;23.4;15.7;3;2.2;67;88;1012
2005;8;222;7;-104.3;6.1;0;28;28;23.8;15.8;2;1.6;53;86;1012
2005;8;222;8;-98;19.1;140;119;259;25.5;14.4;2;2.6;109;82;1012
2005;8;222;9;-91.3;32.3;387;95;482;27.1;14.2;0;1.4;50;77;1012
2005;8;222;10;-84;45.5;590;116;706;28.9;12.8;0;2.9;88;63;1012
2005;8;222;11;-73.4;58.5;649;241;890;30.6;12.9;0;1.2;212;57;1012
2005;8;222;12;-54.2;70.5;171;421;592;30.9;17.6;7;1.1;165;58;1012
2005;8;222;13;-6.2;77.6;141;462;603;31.1;18.4;7;1.4;260;61;1012
2005;8;222;14;48.3;72.4;120;446;565;31.2;19.2;7;1.4;249;63;1012
2005;8;222;15;71.1;60.8;78;422;500;31;21.9;8;2.4;275;78;1012
2005;8;222;16;82.2;47.9;59;355;415;30.8;19.4;8;2;251;64;1012
2005;8;222;17;90.1;34.7;40;267;307;30.3;21.6;8;2.4;136;80;1012
2005;8;222;18;96.5;21.5;18;152;170;29.4;21.5;8;2.9;110;80;1012
2005;8;222;19;103.2;8.5;4;53;57;28.6;20.3;7;4.6;123;73;1012
2005;8;222;20;110.1;0;0;0;0;27.7;19.7;7;4.6;167;76;1012
2005;8;222;21;118.2;0;0;0;0;27.2;19.7;6;4.6;99;80;1012
2005;8;222;22;128.2;0;0;0;0;26.6;19.2;6;4.1;7;81;1012
2005;8;222;23;141.1;0;0;0;0;26.2;18.7;5;3.8;104;81;1012
2005;8;222;24;157.6;0;0;0;0;25.7;18;5;3.8;180;81;1012
2005;8;223;1;-178.1;0;0;0;0;25.4;17.4;4;5;160;80;1012
2005;8;223;2;-161.2;0;0;0;0;25;16.7;3;4.4;210;79;1012
2005;8;223;3;-143.5;0;0;0;0;24.6;16.7;3;5;131;83;1012
2005;8;223;4;-130.1;0;0;0;0;24.4;16.3;2;5.6;223;82;1012
2005;8;223;5;-119.4;0;0;0;0;24.2;15.8;2;8.2;283;81;1012
2005;8;223;6;-111.2;0;0;0;0;24.1;16;1;5;159;84;1012
2005;8;223;7;-104.2;6;0;27;27;24.4;16.1;1;5;264;83;1012
2005;8;223;8;-97.4;19;131;114;245;26;15.1;0;4.1;66;80;1012
2005;8;223;9;-91.1;32.2;338;121;459;27.6;15.1;0;3.3;208;76;1012
2005;8;223;10;-83.4;45.4;528;147;675;29.3;14.3;0;3.3;206;66;1012
2005;8;223;11;-73.1;58.4;606;232;838;30.9;13.7;0;3.1;150;57;1012
2005;8;223;12;-53.4;70.3;157;442;599;31.2;17.2;7;2.9;63;56;1012
2005;8;223;13;-5.6;77.3;146;462;608;31.5;17.1;7;2.9;113;53;1012
2005;8;223;14;47.6;72.2;144;447;591;31.7;17.1;7;3.3;67;52;1012
2005;8;223;15;70.4;60.7;129;420;549;31.7;17.9;7;2.4;74;56;1012
2005;8;223;16;82;47.8;86;353;439;31.5;17.8;7;2;86;55;1012
2005;8;223;17;89.6;34.6;40;267;307;30.8;20.7;8;3.6;106;71;1012
2005;8;223;18;96.3;21.4;23;155;178;30.1;22;8;1.8;142;80;1012
2005;8;223;19;103;8.3;6;52;58;29.3;19.9;7;2.6;73;68;1013
2005;8;223;20;109.6;0;0;0;0;28.4;19.1;7;2.9;354;69;1013
2005;8;223;21;118;0;0;0;0;27.7;19.3;6;3.1;24;74;1013
2005;8;223;22;128;0;0;0;0;27.1;19.2;5;6.3;336;78;1013
2005;8;223;23;141;0;0;0;0;26.6;19;5;7;355;80;1013
2005;8;223;24;157.5;0;0;0;0;26;18.6;4;5.9;331;82;1013
2005;8;224;1;-178.1;0;0;0;0;25.6;19.1;4;3.3;326;89;1013
2005;8;224;2;-161.1;0;0;0;0;25.2;19;3;2.6;345;91;1013
2005;8;224;3;-143.3;0;0;0;0;24.8;18.6;3;2.4;13;93;1013
2005;8;224;4;-129.5;0;0;0;0;24.6;18.4;2;2;352;93;1013
2005;8;224;5;-119.2;0;0;0;0;24.3;18;2;3.1;12;92;1013
2005;8;224;6;-111;0;0;0;0;24.2;17.9;1;2.2;8;93;1013
2005;8;224;7;-103.6;5.9;0;23;23;24.5;17.6;1;2.6;14;89;1013
2005;8;224;8;-97.3;18.9;112;120;232;26;15.8;0;4.1;27;82;1013
